scopus_id,doi,title,journal,publication_year,keywords,abstract,llm_policy_claim
SCOPUS_ID:56749096785,10.1093/eurpub/ckn092,Welfare state regimes and income-related health inequalities: A comparison of 23 European countries,European Journal Of Public Health,2008,Europe; Health inequalities; Income; Welfare state regimes,"Objective: The objective of this study was to determine whether the magnitude of income-related health inequalities varies between welfare regimes (Scandinavian, Anglo-Saxon, Bismarckian, Southern and Eastern). Specifically, it examined whether the Scandinavian welfare state regime has smaller income-based health inequalities than the other welfare state regimes. Methods: The first (2002) and second (2004) waves of the representative cross-sectional European Social Survey (ESS), which comprised more than 80 000 respondents, were used to analyse income inequalities (relative health difference between the first and third income tertile) in self-reported health (general health, limiting longstanding illness) amongst those aged 25 or more. Data related to 23 European countries classified into five welfare state regimes. The study controlled for age and adjusted for educational attainment. Results: When comparing the health of the first income tertile with the third, the Scandinavian countries only seemed to hold an intermediate position: they did not have the smallest, or the largest, health inequalities. However, the Anglo-Saxon welfare states had the largest income-related health inequalities for both men and women, while countries with Bismarckian welfare states tended to demonstrate the smallest. This pattern was unchanged after controlling for educational attainment. However, education seemed to explain the largest part of income-related health inequalities in the Southern regime. Conclusion: This study shows that the magnitudes of income-related health inequalities indeed vary by welfare state regime. However, this variation was not always in the direction expected as the Scandinavian countries did not exhibit the smallest health inequalities. © The Author 2008. Published by Oxford University Press on behalf of the European Public Health Association. All rights reserved.",False
SCOPUS_ID:0029962940,10.1136/jech.50.suppl_1.s36,Short term effect of air pollution on mortality in Polish urban populations - What is different?,Journal Of Epidemiology And Community Health,1996,,"Study objective - To assess, within the multinational European Community funded APHEA project, the relationship between daily ambient air pollution with sulphur dioxide (SO2) and black smoke (BS) and the daily number of deaths from all causes except external, from cardiovascular diseases, and from respiratory diseases taking into account several possible confounding factors. Design - Time series analysis with the application of Poisson regression to the counts of daily number of deaths from selected causes over several years. Data were obtained from the computer files of individual death records in four Polish cities. Criteria developed for all the centres participating in the project were applied to the process of model building. Setting - Four Polish cities - Cracow (period 1977-89), Lodz (1977-90), Poznan (1983-90), and Wroclaw (1979-89). Subjects - Permanent residents of the cities who died in a city of residence or in a surrounding region during the study period. Main results - There were significant positive associations between mortality from all causes excluding external ones and SO2 and BS in Cracow and in Lodz and between mortality from cardiovascular diseases and SO2 in Cracow alone. In other cities the association was either non-significant or significant but in the opposite direction. No significant positive association was found between respiratory deaths and these pollutants. Conclusions - Short term effect of air pollution on mortality in Polish urban population cannot be ignored. However, differences observed between the cities suggest that the association may be not so straightforward and therefore there is a need of further studies to identify additional factors that may modify and confound the association.",False
SCOPUS_ID:4644352996,10.1093/ije/dyh111,Birthweight and work participation in adulthood,International Journal Of Epidemiology,2004,Adult; Birthweight; Child; Cohort studies; Employment; Follow-up studies; Social environment,"Background. In a number of studies, birthweight has been associated with cognition and educational attainment into adult age. However, the association is not clear between birthweight and work participation in adulthood. We investigated this association assessing to which extent it was influenced by circumstances concerning family background or disease in early life. Methods. Through linkage between several national registers containing personal information from birth into adult age we established a longitudinal, population-based cohort study. Study participants were all 308 829 singletons born in Norway in 1967-1971 as registered by the Medical Birth Registry of Norway who were national residents at age 29. The study outcome was unemployment defined as a lack of personal income among people who were not under education in the calendar year of their 29th birthday as registered by the National Insurance Administration and Statistics Norway. Results. Birthweight below the standardized mean was associated with unemployment. The risk of unemployment increased by decreasing birthweight for both women and men and also after adjustment for potential confounding factors. The association was evident both in people with or without social disadvantage, as well as people with or without childhood disease. Still, birthweight below the standardized mean explained much less of the unemployment risk than did social disadvantage (attributable fractions 8.0% versus 28.3% for women and 10.0% versus 40.2% for men). Conclusion. Birthweight below the standardized mean was independently associated with unemployment at age 29, also in the normal birthweight range. © International Epidemiological Association 2004; all rights reserved.",False
SCOPUS_ID:0028300021,10.1136/jech.48.2.156,Aetiology of peptic ulcer: A prospective population study in Norway,Journal Of Epidemiology And Community Health,1994,,"Study objective - To analyse simultaneously the effect of several risk factors for peptic ulcer. Design - Cohort study where all patients with new or incident peptic ulcers in a well defined population were registered for a seven year period. The follow up started with a comprehensive health survey including a questionnaire on diet, lifestyle, psychological and social conditions, and health. Relative risks, both sex specific and separate, for gastric and duodenal ulcers were estimated from proportional hazard regression analysis. Setting - A population based survey conducted in the municipality of Tromso, northern Norway. Participants - In 1980, a total of 21440 men and women, aged 20 to 54 years and 20 to 49 years respectively, were invited to participate. A total of 14667 people attended and returned the questionnaire. Main results - A total of 328 people had their first peptic ulcer in the follow up period. Age, cigarette smoking, first degree relatives with peptic ulcer, and low educational level were shared risk factors for peptic ulcer in both men and women. In men, frequent upper respiratory infections increased the risk of gastric ulcer and drinking a great deal of milk increased the risk of duodenal ulcer. None of the other dietary variables, including coffee and alcohol consumption, contributed significantly to the risk. Use of analgesics was not a risk factor, and none of the psychological indicators analysed carried any significant risk. Conclusions - Age, inheritance, and cigarette smoking are all important risk factors for peptic ulcer. The increased risk associated with low educational background indicate that social strains, comprising lifestyle and diet habits, are part of the multifactorial aetiology of peptic ulcer. No support was found for the assumption that peptic ulcer disease is a psychosomatic disorder. This study did not support the view that duodenal and gastric ulcers have different aetiologies - rather it showed a similarity in risk patterns.",False
SCOPUS_ID:70349931950,10.2105/ajph.2008.145128,Density of tobacco retailers near schools: Effects on tobacco use among students,American Journal Of Public Health,2009,,"Objectives. We examined the relationship between students' tobacco use and the density and proximity of tobacco retailers near their schools. Methods. We used data from the 2003-2004 California Student Tobacco Survey and California retail licensing data. Measures included students' selfreported tobacco use and geocoded state-reported locations of tobacco retailers. We used random-intercept generalized linear mixed modeling to jointly evaluate individual-level and school-level predictors. Results. Densityof retailerswasassociatedwith experimental smoking(odds ratio [OR]=1.11; 95% confidence interval [CI]=1.02, 1.21) but not established smoking (OR=1.06; 95%CI=0.94, 1.20).The effectsonexperimental smokingwereconfined to high school students (OR=1.17; 95% CI=1.06, 1.29) in urban areas (OR=1.11; 95% CI=1.01, 1.21); no effects were observed among middle school students or in rural schools. High school students were more likely to obtain cigarettes from a retailer; middle school students reliedmore heavily on social sources. Conclusions. Our results support the plausibility of reducing rates of students' experimental smoking, but not established smoking, by restricting their access to commercial sources of tobacco in urban areas.",True
SCOPUS_ID:0025827858,10.1093/oxfordjournals.aje.a115946,A preliminary study of excess risk of cardiovascular disease in the mothers of patients with rheumatoid arthritis,American Journal Of Epidemiology,1991,Arthritis; Cardiovscular disease; Mothers; Rheumatoid; Rheumatoid factor,"Family histories were obtained from 123 patients with rheumatoid arthritis and 152 patients with other musculoskeletal complaints. The subjects were female patients aged 40 years or more seen at the Arthritis Clinic of the State University of New York Health Science Center at Brooklyn between October 1985 and February 1986. It was found that death due to heart disease or stroke was more common (adjusted p < 0.02) in the mothers of patients with rheumatoid arthritis than in the mothers of control patients, and that heart disease was also reported to be more common in these mothers (adjusted p < 0.005). Thus, it is possible that cardiovascular disease at least partially accounts for the previously noted (J Rheumatol 1986;13:903-6) shorter life expectancy of the mothers of patients with rheumatoid arthritis. © 1991 by The Johns Hopkins University School of Hygiene and Public Health.",False
SCOPUS_ID:85051259240,10.1016/j.ypmed.2018.08.005,Accuracy of mammography and clinical breast examination in the implementation of breast cancer screening programs in Colombia,Preventive Medicine,2018,Breast neoplasms; Clinical breast exam; Colombia; Mammography; Massive screening; Sensitivity; Specificity,"Most evidence on breast cancer screening accuracy derives from high income countries. We evaluated screening accuracy and factors related to program implementation in Bogota, Colombia. Between 2008 and 2012 participants underwent clinical breast examination (CBE) and mammography. Positive results underwent histological verification. Adherence to screening protocols was analyzed. Sensitivity, specificity, and predictive values were estimated and adjusted by overdiagnosis. Impact of alternative screening algorithms on follow-up was explored, including combined screening tests and modified coding systems for mammography. In total, 7436 women aged 50–69 were enrolled; 400 discontinued and 1003 non-compliant with screening protocols. 23 cancer cases were diagnosed. Mammography sensitivity and specificity were 78.3% (95%CI 77.3–99.3) and 99.4% (95%CI 99.2–99.6). CBE sensitivity was 39.1% (95%CI 37.9–40.3) and specificity 83.4% (95%CI 82.6–84.3). Parallel mammography and CBE showed the highest sensitivity (95.6%) and combined as serial tests the lowest (positive CBE followed by mammography 13.0%). A simplified coding system for mammography (recall/no-recall) had 6.3% of positive results and a minor reduction in specificity compared with standard mammography, but reported the best balance between recall rates and screening protocol compliance. Call-backs had high rates of loss-to-follow-up; thus, alternative screening algorithms might help increase screening compliance and follow-up in low and middle income countries, particularly in populations with poor screening history and low access to health services.",True
SCOPUS_ID:0034656922,10.1093/oxfordjournals.aje.a010144,"Fish consumption and coronary heart disease mortality in Finland, Italy, and the Netherlands",American Journal Of Epidemiology,2000,"Coronary disease; Diet; Fatty acids, unsaturated; Fishes; Mortality","Fish consumption seems to protect against death from coronary heart disease (CHD). If this association is due to n-3 polyunsaturated fatty acids, especially fatty fish may be responsible for this protective effect. The association between total, lean, and fatty fish consumption and the risk of CHD mortality was examined in 1,088 Finnish, 1,097 Italian, and 553 Dutch men participants in the Seven Countries Study who were aged 50-69 years and free of CHD around 1970. After 20 years of follow-up, 242 (22.2%) men in Finland, 116 (10.6%) men in Italy, and 105 (19.0%) men in the Netherlands had died of CHD. Cox proportional hazards analysis showed no association between total fish consumption and CHD mortality. After adjustments were made for age, body mass index, smoking, energy intake, and relevant dietary variables, the pooled relative risk for the highest quartile of total fish compared with no fish consumption in the three countries was 1.08 (95% confidence interval: 0.76, 1.53). Lean fish consumption also was not associated with CHD mortality in any country. Fatty fish compared with non-fatty-fish consumption was associated with lower CHD mortality; the adjusted, pooled relative risk for fatty fish consumers was 0.66 (95% confidence interval: 0.49, 0.90). These data suggest that especially fatty fish is protective against CHD mortality.",False
SCOPUS_ID:85041420010,10.1016/j.ypmed.2018.01.001,Perceptions of the relative harmfulness of marijuana and alcohol among adults in Oregon,Preventive Medicine,2018,Alcohol; Marijuana; Perceived harm,"This study documents perceptions of the relative harmfulness of marijuana and alcohol to a person's health among adults in Oregon just before the first legal sales of marijuana for recreational use. We surveyed 1941 adults in Oregon in September 2015. Respondents were recruited using an address-based sampling (ABS) frame (n = 1314) and social media advertising (n = 627). Respondents completed paper surveys (ABS-mail, n = 388) or online surveys (ABS-online, n = 926; social media, n = 627). We used descriptive statistics and logistic regression models to examine perceptions of the relative harmfulness of marijuana and alcohol by sample characteristics, including substance use. About half of adults in Oregon (52.5%) considered alcohol to be more harmful to a person's health than marijuana. A substantial proportion considered the substances equally harmful (40.0%). Few considered marijuana to be more harmful than alcohol (7.5%). In general, respondents who were younger, male, and not Republican were more likely than others to consider alcohol more harmful than marijuana. Respondents who were older, female, and Republican were more likely to consider marijuana and alcohol equally harmful. Most individuals who reported using both marijuana and alcohol (67.7%) and approximately half of those who used neither substance (48.2%) considered alcohol to be more harmful than marijuana. Perceptions about the relative harmfulness of marijuana and alcohol may have implications for public health. As state lawmakers develop policies to regulate marijuana, it may be helpful to consider the ways in which those policies may also affect use of alcohol and co-use of alcohol and marijuana.",True
SCOPUS_ID:7144261058,10.1093/eurpub/8.2.166,Importance of detailed adjustment for smoking when comparing hospitalization and mortality in men and women in a Danish population study,European Journal Of Public Health,1998,Chronic obstructive pulmonary disease; COPD; Gender; Smoking,"Mortality from smoking-related diseases is rising steeply among women. Although most studies recognize that smoking habits differ between men and women, this knowledge is seldom applied when studying gender differences. Based on two large population studies comprising almost 16,000 study subjects, we illustrate the importance of adjusting for smoking in detail when comparing hospitalization and mortality between men and women. Adjusting for smoking as a dichotomous variable, age-adjusted mortality risk during 16 years follow-up was 80% higher for men than women. Adjusting for smoking in detail significantly reduced men's excess risk to 50%. The risk of hospitalization for chronic obstructive pulmonary disease was 50% higher for men when adjusting for smoking as a dichotomous variable, whereas with full adjustment the risk was reversed to a significantly increased risk for women of 20%. We conclude, that when comparing smoking-related morbidity in men and women, smoking habits must be adjusted for in more detail than is usually the case.",False
SCOPUS_ID:38549135606,10.1093/eurpub/ckm059,Introduction of diagnosis-related groups in Germany: Evaluation of impact on in-patient care in a dermatological setting,European Journal Of Public Health,2008,DRG; Hospital care; Impact; In-patient dermatology; Length of stay,"Background: German diagnosis-related groups (G-DRG) have been introduced in Germany as a reimbursement system for in-patient care. The aim of this study was to report data-based experiences from the introduction process and to evaluate the impact on in-patient dermatology. Methods: A quantitative analysis including clinical data from two large university centres of dermatology over a time period of 4 years (2003-06) has been performed. Characteristics and trends of case-mix index, number of cases, average age, length of stay (LOS), surgical and medical treatments and in-patient case groups were studied in detail. Results: It was found that the case-mix index values increased after the introduction period, but subsequently declined on the initial value. At the same time, an increase of dermatological hospital admissions can be noticed parallel to a significant reduction of LOS (P < 0.001) and a moderate increase of average age (P < 0.001). Analysis of DRG assignment revealed an initial significant decline of surgical in-patient procedures and increasing medical treatments, however, without obvious long-term changes. Furthermore, a growing importance for dermatological oncology and inflammable skin diseases within the in-patient setting could be observed. Conclusions: The introduction of the G-DRG system in Germany induced changes in in-patient care affecting hospital admission rates, LOS and cases treated in an in-patient setting. In-patient activities have not been reduced with the DRG introduction; however, long-term interdisciplinary research approaches are needed to explore the future impact on health care providing and quality of health care in depth. © The Author 2007. Published by Oxford University Press on behalf of the European Public Health Association. All rights reserved.",False
SCOPUS_ID:33845413300,10.1093/eurpub/ckl023,Made in the USA: The import of American Consumer Assessment of Health Plan Surveys (CAHPS®) into the Dutch social insurance system,European Journal Of Public Health,2006,Health services research; Patient satisfaction; Questionnaire development; Social insurance,"Background: In the Netherlands, managed competition between health plans has been introduced. For Dutch health plans this implies that they need to collect data about their own performance and that of the care providers they contract. To that end, Consumer Assessment of Health Plan Surveys (CAHPS) instruments have recently been adopted by a large Dutch health plan. Objectives: This paper presents the results of a validation study of the Dutch version of the CAHPS Adult Commercial questionnaire. The questions addressed are as follows: Can this questionnaire be adapted for use in the context of the Dutch insurance system? and Can it generate valid information about the quality of health care and the performance of Dutch health plans? Methods: The translated questionnaire has been mailed to a sample of 977 enrollees. The psychometric properties of the translated instrument have been studied, and the results have been compared with those of other Dutch and American studies. Results: The net response rate was 51% (n = 500). In general, the questionnaires were filled out completely and consistently. Principal component analyses revealed a factor that can be labelled as patient-centredness in the primary process. It contains the domains that in the CAHPS literature are described as 'courteous/helpful staff' and 'doctors communicating well'. Conclusions: The translated version of the CAHPS Adult Commercial questionnaire is a promising tool for Dutch health plans. More research is needed on the external and the content validity of these questionnaires in the Dutch context. © The Author 2006. Published by Oxford University Press on behalf of the European Public Health Association. All rights reserved.",False
SCOPUS_ID:0027338512,10.1093/ije/22.5.936,Paralytic poliomyelitis in oman: association between regional differences in attack rate and variations in antibody responses to oral poliovirus vaccine,International Journal Of Epidemiology,1993,,"Variation in attack rates of paralytic disease by region during the 1988–1989 epidemic of type 1 poliomyelitis in Oman provided the stimulus to test the hypothesis that these observations were due to regional differences in the response of infants to trivalent oral poliovirus vaccine (OPV). Seroprevalence studies of 394 children born during the outbreak were conducted in six different regions of Oman and in two socioeconomic status (SES) groups in the capital city of Muscat; a seroconversion study was also carried out in 105 infants born after the outbreak. Seroprevalence rates by region after receipt of at least three doses of OPV ranged from 90% to 100% (median 94%) to poliovirus type 1, and from 86% to 100% (median 97%) to type 2, and from 47% to 79% [median 72%) to type 3, with the lowest rates observed in regions with the highest incidence of type 1 paralytic disease. In Muscat, seroprevalence rates were also significantly lower in low versus high SES groups (type 1: 84% versus 98%. respectively [P = 0.006]; type 3: 59% versus 86%. respectively [P = 0.001]). In the seroconversion study conducted after the outbreak, 89%. 100% and 50% of infants had detectable antibodies to types 1, 2, and 3, respectively, after four doses of OPV. Low responses to type 3 were also associated with the occurrence of sporadic cases of type 3 poliomyelitis in 1991, in spite of high rates of coverage with at least four doses of OPV (>96%) throughout the country. These findings demonstrate that antibody responses to OPV may vary widely within individual countries, and that a uniform strategy to deliver at least three doses in routine programmes may be insufficient to achieve elimination of wild poliovirus infection. © 1993, International Epidemiological Association.",True
SCOPUS_ID:3042525905,10.1016/j.ypmed.2004.02.004,Distress after an abnormal Pap smear result: Scale development and psychometric validation,Preventive Medicine,2004,Cervical cancer; Cervical intraepithelial neoplasia; Cervical smears; Cervix dysplasia; Distress; Papanicolaou smear; Psychometrics; Questionnaires,"Background. Psychological distress is severe in women who receive a report of abnormal findings on Pap smear, and may be one reason 10-61% of such women fail to undergo follow-up testing. Methods. Using the 14-question Psychosocial Effects of Abnormal Pap Smears Questionnaire (PEAPS-Q) as a basis, we developed the 23-question Cervical Dysplasia Distress Questionnaire (CDDQ), testing its internal consistency and validity with 661 women undergoing colposcopy after an abnormal Pap smear finding in a three-phase analysis. Results. Items were divided into two sets and factor analyzed separately: one addressed distress during medical procedures, and the other concerned perceived consequences of an abnormal Pap smear. The medical procedures items yielded two factors: embarrassment regarding the procedures and discomfort/tension with the procedures. Factor analysis of the second set also resulted in two factors: concern about sexual and reproductive issues and concern about health consequences. Subscales created from items loading highly on each factor had high internal consistency (α ranged from 0.76 to 0.90) and demonstrated good concurrent validity with other psychometrically validated measures of distress. Conclusions. The CDDQ is a reliable and valid questionnaire for measuring multiple domains of distress unique to women who test positive on a cervical cancer screening test. © 2004 The Institute For Cancer Prevention and Elsevier Inc. All rights reserved.",False
SCOPUS_ID:85103459974,10.1136/jech-2020-216200,Exploring multilevel social determinants of depressive symptoms for Tanzanian adolescents: Evidence from a cross-sectional study,Journal Of Epidemiology And Community Health,2021,adolescents CG; depression; gender; social epidemiology; socio-economic,"Background Depression has substantial and enduring impacts for adolescents, particularly those living in poverty. Yet, evidence on its determinants in low-income countries remains scarce. We examined the social determinants of depressive symptoms for Tanzanian adolescents. Methods We used cross-sectional data for 2458 adolescents (aged 14-19), to describe associations with depressive symptoms within and across five domains-demographic, economic, neighbourhood, environmental and social-cultural-using linear mixed models. We estimated depressive symptoms using the 10-item Centre for Epidemiological Studies Depression Scale, which ranges from 0 to 30 and increases with additional symptoms. Results Factors associated with depressive symptoms in the fully adjusted models included experiencing five or more household economic shocks (β=2.40; 95% CI 1.48 to 3.32), experiencing droughts/floods (β=0.76; 95% CI 0.36 to 1.17), being in a relationship (β=1.82; 95% CI 1.30 to 2.33), and having moderate (β=1.26; 95% CI 0.80 to 1.71) or low (β=2.27; 95% CI 1.81 to 2.74) social support. Exclusive schooling was protective compared with being engaged in both school and paid work (β=1.07; 95% CI 0.05 to 2.61) and not engaged in either (β=0.73; 95% CI 0.24 to 1.22). Household size and relationship status were more important factors for girls, while employment status, and extreme precipitation were more important for boys. Conclusion Mental health is associated with determinants from multiple domains. Results suggest that environmental shocks related to climate change contribute to poor mental health in adolescents, highlighting an important area for intervention and research.",True
SCOPUS_ID:0034468756,10.1023/a:1007601919164,"Risk factors for congenital heart diseases in Alexandria, Egypt",European Journal Of Epidemiology,2000,Congenital heart diseases (CHD); Developing countries; Genetic susceptibility; Risk factors,"A matched case control study has been conducted in the children's hospitals in Alexandria, Egypt, during 2 years-period, aiming at investigating the risk factors for the occurrence of congenital heart diseases. Our results showed that the significant risk factors for developing any type of congenital heart disease and ventricular septal defects were: older paternal age at birth, positive consanguinity, positive family history, female sex hormones, irradiation, hazardous maternal occupation, diabetes mellitus and suburban or rural residence. However, some environmental/teratogenic factors were not implicated in the etiology of atrial septal defects or pulmonary stenosis. These findings strongly suggest that environmental factors vary according to the specific type of congenital heart disease. This study emphasizes on the need to instruct the public about the importance of pre-marital counseling and the deleterious effects of various teratogens in the environment.",True
SCOPUS_ID:80955163708,10.1016/j.ypmed.2011.07.018,Until the lab takes it away from epidemiology,Preventive Medicine,2011,Cholera; Epidemiology; Kaposi's sarcoma; Laboratory sciences; Pellagra,"Background: It is proposed that, historically, when the conditions are right for laboratory sciences to contribute to causal knowledge, they take the place of epidemiology as leaders in a given field. Methods: Review examples of cholera, pellagra, and Kaposi's sarcoma. Results: In the cases of cholera, pellagra, and Kaposi's sarcoma, epidemiology ceased to be at the forefront of knowledge acquisition when laboratory sciences identified more proximate causes than those that epidemiologic group comparisons could reveal. Conclusion: These three examples deal with diseases, which, at the individual level, appear to rely predominantly on a single factor. For diseases whose causes still elude specific identification by the laboratory sciences, epidemiology may be uniquely equipped to play a leading role. © 2011 Elsevier Inc.",False
SCOPUS_ID:85140004470,10.1016/j.amepre.2022.05.014,Trends in U.S. Depression Prevalence From 2015 to 2020: The Widening Treatment Gap,American Journal Of Preventive Medicine,2022,,"Introduction: Major depression is a common and potentially lethal condition. Early data suggest that the population-level burden of depression has been exacerbated by the COVID-19 pandemic. Prepandemic estimates of depression prevalence are required to quantify and comprehensively address the pandemic's impact on mental health in the U.S. Methods: Data were drawn from the 2015–2020 National Survey on Drug Use and Health, a nationally representative study of U.S. individuals aged ≥12 years. The prevalence of past-year depression and help seeking for depression were estimated from 2015 to 2019, and time trends were tested with Poisson regression with robust SEs. Point estimates were calculated for 2020 and not included in statistical trend analyses because of differences in data collection procedures. Results: In 2020, 9.2% (SE=0.31) of Americans aged ≥12 years experienced a past-year major depressive episode. Depression was more common among young adults aged 18–25 years (17.2%, SE=0.78), followed closely by adolescents aged 12–17 years (16.9%, SE=0.84). Depression increased most rapidly among adolescents and young adults and increased among nearly all sex, racial/ethnic, income, and education groups. Depression prevalence did not change among adults aged ≥35 years, and the prevalence of help seeking remained consistently low across the study period. Conclusions: From 2015 to 2019, there were widespread increases in depression without commensurate increases in treatment, and in 2020, past 12‒month depression was prevalent among nearly 1 in 10 Americans and almost 1 in 5 adolescents and young adults. Decisive action involving a multipronged public health campaign that includes evidence-based prevention and intervention to address this ongoing mental health crisis is urgently needed.",True
SCOPUS_ID:19544362729,10.1016/j.ypmed.2004.11.029,Biochemical and behavioral indices related to BMI in schoolchildren in urban Turkey,Preventive Medicine,2005,Cardiovascular disease risk factors; Cross-sectional study; Diet and exercise; Physical fitness; Underreporting,"Background. The aim of the current study was to examine the interrelationship between certain cardiovascular disease (CVD) risk factors and overweight, as well as to provide some indication on the prevalence of underweight, overweight and obesity in primary schoolchildren in urban Turkey. Methods. 1044 randomly selected children aged 12 and 13 years old from the urban areas of Istanbul, Ankara and Izmir were examined. The main variables of interest were fatness determined by body mass index and sum of skinfolds, lipid profile, dietary intake, physical fitness and habitual physical activity. Results. Both overweight boys and girls were found to have lower cardiovascular fitness levels compared to their normal weight peers. Overweight boys reported lower energy and macronutrient intake than their normal weight counterparts. Regarding biochemical indices, overweight boys were found to have higher total cholesterol (TC), Low Density Lipoprotein-cholesterol (LDL-C), triglycerides (TG) and LDL-C/HDL-C ratio compared to normal weight boys, while overweight girls were found to have lower High Density Lipoprotein-cholesterol (HDL-C) and higher TG compared to their normal weight peers. Finally, the prevalence of underweight, overweight and obesity for the overall population was found to be 12%, 12% and 2%, respectively. Conclusions. The study revealed that overweight and obesity in children coexisted with more unfavorable lipid profiles and lower cardiovascular fitness levels. This finding points out the emergent need for suitable measures to be implemented in order to identify and counteract these health and social problems early in life. © 2005 Elsevier B.V. All rights reserved.",True
SCOPUS_ID:85066467725,10.2105/ajph.2018.304881,Pain management and opioid regulation: Continuing public health challenges,American Journal Of Public Health,2019,,"The still-growing US opioid epidemic lies at the intersection of two major public health challenges: reducing suffering from pain and containing the rising toll of harms associated with the use of opioidsmedications. Responding successfully to these challenges requires a substantial investment in surveillance and research on many fronts and a coordinated policy responsebyfederalandstateagencies and stakeholder organizations. A 2017 report of the National Academies of Sciences, Engineering and Medicine (NASEM) called for improved methods of measuring pain and the effects of alternative modalities of treatment as well as intensive surveillance of opioid-related harms; urged a long-term cultural transformation of how pain is perceived, assessed and treated; and outlined a comprehensive and balanced public health framework to guide Food andDrugAdministration approval, monitoring, and review of opioids. We, authors of the NASEM report, use the articles published in this special section of AJPH as a platform for commenting on the public health burden of pain, the role of opioids in managing pain, global disparities in access to opioids for pain management, divergent approaches to opioid regulation, and the challenge of striking a reasonable balance between the needs of patients in pain and the prevention of opioidrelated harms",True
SCOPUS_ID:0035884546,10.1093/aje/154.6.574,Reported participation in case-control studies: Changes over time,American Journal Of Epidemiology,2001,Case-control studies; Data collection; Epidemiologic methods,"There is concern that participation in case-control studies has declined. To address this question, the author and colleagues reviewed data from 82 US and Canadian case-control studies published in epidemiologic journals during two periods: 1988-1990 and 1997-January 1999. The median year of data collection, which ranged from 1972 to 1996, was the primary independent variable. Reported response among both cases and controls remained constant over this time period. The regression coefficients (β) were small: For each year, there was a change of 0.15 percentage points for cases (p = 0.56) and -0.16 percentage points for controls (p = 0.54). Possible confounders included the location where the study had been conducted and, for cases, the disease under study (cancer vs. others). After adjustment for these factors in case groups, there was still no association between year of data collection and response: For each year, there was a change of -0.20 percentage points (p = 0.43). After adjustment of results for study location among controls, there was a moderate decline over time: For each year, there was a change of -0.44 percentage points (p = 0.12). Overall, reported response in more recent studies was similar to that in earlier studies; for control groups, this may reflect changes in locations where the studies were conducted.",False
SCOPUS_ID:85076332313,10.1093/eurpub/ckz050,Re-examining access points to the different levels of health care: A cross-sectional series in Austria,European Journal Of Public Health,2019,,"Background: There is high variation in service utilization behaviour, health equity and outcomes among countries based upon the organization of access to primary and secondary care levels. Austria is a country with universal health coverage and access without clear delineation between access to primary and secondary care. The aim of this study was to investigate development of access points to the Austrian system over time and subsequent utilization. Methods: The databases used were the Austrian Health Interview Surveys 2006/2007 and 2014, including 15 747 and 15 771 persons, respectively. Descriptive analysis of health services utilization behaviour and demographic factors were conducted. Logistic regression models were applied. Furthermore, differences between the two periods are shown. Result: Utilization of all services assessed was high in 2014 when compared to 2006/2007. Between these periods, a 6-7% increase in use of secondary care services was found. There was a 10.8% increase in access to specialist care services and 4.1% increase in hospital outpatient visits, each without prior General Practitioner (GP) visits. The largest increases were found in those groups that had previously demonstrated the lowest utilization behaviour of accessing specialist consultations and consultations without a prior GP visit. Conclusion: Despite the lack of change to the health care system or access to care, there was an increase in utilization of secondary care services, with a lower percentage of patients seeking direct GP consultation. This is concerning for systems development, cost containment and quality of care, as it demonstrates a possible trend shifting away from primary care as initial access point.",False
SCOPUS_ID:0025804967,10.2105/ajph.81.5.587,Urolithiasis in Tennessee: An occupational window into a regional problem,American Journal Of Public Health,1991,,"Background: Urinary tract stones (stones) are believed to be unusually common in the southeastern United States but neither the incidence of nor the risk factors for stones are known. Methods: In three well-defined occupational populations in eastern Tennessee, we assessed the prevalence, incidence, and cumulative incidence of stones and measured biochemical risk factors for lithogenesis. Results: The age-adjusted prevalence of stones was 18.5 percent in Tennessee compared to 7.7 percent among White males in US NHANES (prevalence ratio 2.4, 95% CI 1.7, 3.3). The cumulative incidence (risk) was 27.8 percent by age 65, higher than in any other reported population. Risk factors were age, a family history, and urinary saturation with calcium-oxalate (COAX). Persons with a positive family history and the highest measured CAOX index had a predicted lifetime risk of 88.8 percent. Biochemical factors affecting lithogenesis were hypercalcuria, hyperoxaluria, and low urine volume. Conclusion: Future research should characterize the geographic boundaries of a southeastern ''stone-belt'' and explore genetic and dietary hypotheses that might explain it.",False
