review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_title,design_abstract,design_strict,design_keywords,design_combined,design_combined_unambiguous,is_methodological,is_excluded_sensitivity,is_policy_analysis_eval,is_methods_qe,llm_policy_claim,keywords,abstract,manual_check1,manual_check2
DES-011,8897,SCOPUS_ID:0242289627,10.1016/s0749-3797(03)00218-6,Relationships between body mass indices and surgical replacements of knee and hip joints,American Journal Of Preventive Medicine,2003,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,False,False,False,False,False,,"Background: Osteoarthritis is both the most common form of arthritis and the most common reason for joint replacement surgery. Obese persons are believed to be more likely to develop generalized osteoarthritis that leads not only to knee but also to hip joint replacement surgeries. We hypothesized that obesity is also a risk for partial joint replacements and surgical revisions. Methods: A frequency-matched case-control study was conducted in Utah. Between 1992 and 2000, 840 hip and 911 knee joint replacement surgery patients, aged 55 to 74 years, were included in this study. Cases were randomly matched to 5578 controls, defined as Utah residents enrolled in a cancer screening trial. Odds ratios (ORs) were calculated using ICD-9 (International Classification of Diseases, 9th revision) procedural codes and body mass index (BMI) groups. Results: There was a strong association between increasing BMI and both total hip and knee replacement procedures. In males, the highest OR was for those weighing 37.50 to 39.99 kg/m2 (total hip: OR=9.37, 95% confidence interval [CI] 2.64-33.31; total knee: OR=16.40; 95% CI 5, 19-51.86). In females, the highest OR was for those weighing ≥40 kg/m2 (total hip: OR=4.47; 95% CI, 2.13-9.37; total knee: OR=19.05; 95% CI, 9.79-37.08). There were slight gender-specific differences in risk found for partial hip replacement procedures. Unexpectedly, no statistically significant association was found between obesity and the risk for hip or knee revision procedures. Conclusions: While there is an association between obesity and hip and knee joint replacement surgeries, obesity does not appear to confer an independent risk for hip or knee revision procedures.",,
DES-012,12585,SCOPUS_ID:85125459648,10.1016/j.amepre.2021.12.012,Sustained Impact of the Philadelphia Beverage Tax on Beverage Prices and Sales Over 2 Years,American Journal Of Preventive Medicine,2022,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,False,True,False,True,False,,"Introduction: It is unclear whether changes in beverage price and sales after beverage tax implementation can be sustained long term. This study aims to quantify the changes in beverage prices and sales in large retailers 2 years after the implementation of the 1.5 cents per ounce Philadelphia beverage tax. Methods: Data on price and volume sales of beverages and potential food substitutes were collected from 109 supermarkets, 45 mass merchandizers, and 350 pharmacies in Philadelphia, Baltimore (control), and Pennsylvania ZIP codes bordering Philadelphia (to investigate potential cross-border shopping for tax avoidance). Difference-in-differences analyses compared beverage prices and volume sales in the year before tax implementation (2016) to 2 years after (2018). Data were analyzed in 2020–2021. Results: Difference-in-differences analyses found that after tax implementation, taxed beverage prices in Philadelphia increased by 1.02 cents per ounce (95% CI=0.94, 1.11; 68% pass through), and taxed beverage volume sales in stores decreased by 50% (95% CI=36%, 61%). After accounting for cross-border shopping, taxed beverage volume sales decreased in Philadelphia by 35% in 2018. Volume sales of nontaxed beverages did not change after tax implementation (difference-in-differences=4%, 95% CI= −3%, 12%). Volume sales of nontaxed beverage concentrates increased on average by 34% (95% CI=19%, 51%), but there was no evidence of substitution to high-calorie foods. Conclusions: There was a large reduction in taxed beverage volume sales 2 years after Philadelphia tax implementation, even after accounting for cross-border shopping. Increases in nontaxed beverage concentrate sales likely partially offset this decline, but there was no evidence of post-tax food substitution.",,
DES-013,3601,SCOPUS_ID:26444566662,10.1093/aje/kwi262,Association of Chlamydia trachomatis with persistence of high-risk types of human papillomavirus in a cohort of female adolescents,American Journal Of Epidemiology,2005,Other/None,Cohort,Cohort,Other/None,Cohort,Cohort,False,False,False,False,False,"Adolescent; Chlamydia trachomatis; Longitudinal studies; Neisseria gonorrhoeae; Papillomavirus, human; Sexually transmitted diseases; Trichomonas vaginalis; Vaginosis, bacterial","Human papillomavirus (HPV) infection is a necessary but not sufficient cause of cervical cancer. While chlamydia infection has been associated with cervical cancer, the meaning of this association remains unclear. The authors' objective was to investigate this association by evaluating whether concurrent genital tract infections are associated with HPV persistence, a precursor to cervical cancer. Interview data and biologic samples for HPV, Chlamydia trachomatis, Neisseria gonorrhoeae, Trichomonas vaginalis, and bacterial vaginosis testing were collected from female adolescents in an Atlanta, Georgia, longitudinal cohort study at 6-month visits (1999-2003). Associations with persistence (detection of the same HPV type at two sequential visits (visit pair)) were assessed among subjects with 2-5 visits and ≥6 months of follow-up. Associations were evaluated by logistic regression using methods for correlated data. Type-specific persistence of high-risk HPV types was detected in 77 of 181 (43%) analyzed visit pairs. Concurrent infection with C. trachomatis was independently associated with persistence of high-risk HPV types (adjusted odds ratio = 2.1, 95% confidence interval: 1.0, 4.1). Infection with more than one HPV type at the initial visit was also associated with high-risk persistence (adjusted odds ratio = 2.8, 95% confidence interval: 1.6, 4.9). The association between chlamydia infection and cervical cancer may be due to an effect of chlamydia infection on persistence of high-risk HPV. Copyright © 2005 by the Johns Hopkins Bloomberg School of Public Health. All rights reserved.",,
DES-014,38733,SCOPUS_ID:85127816411,10.1136/jech-2021-217266,Time trend analysis of social inequalities in psychological distress among young adults before and during the pandemic: evidence from the UK Household Longitudinal Study COVID-19 waves,Journal Of Epidemiology And Community Health,2022,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,False,False,False,False,True,,"Background Despite concerns about mental health problems among those aged 16–24 in England, which social groups have been most at risk, both over the past decade and during the COVID-19 pandemic, remains unclear. Methods We examined trends in psychological distress among young adults 16–24 years old in England using data from the UK Household Longitudinal Study. Using longitudinal data as repeated cross-sectional waves, we examined differences over time in mean General Health Questionnaire (GHQ) scores from wave 1 (2009–2010) to wave 10 (2018–2019) and six COVID-19 waves collected between April and November 2020, by economic activity, cohabitation with parents, parental education, area deprivation, ethnicity, age and sex. Results Compared with 2009–2010, increases in GHQ scores in 2018–2019 were higher in women than men (2.1 vs 1.3), those aged 16–18 than aged 22–24 (2.6 vs 0.9), those from white UK group versus other ethnic minorities, and those out of the labour force (3.6) or employed part time (2.2) than those employed full time (0.8). Compared with 2018–2019, psychological distress in 2020 also further increased among young adults residing in the most deprived areas (4.1 vs 1.2 in the least deprived areas). In 2020, losing one’s job or most of one’s work hours was associated with higher psychological distress and attenuated the differences between deprivation quartiles by 17%. Conclusion In England, inequalities in psychological distress among young adults may have changed and increased during the COVID-19 pandemic. Investing in opportunities for young adults, particularly in more deprived areas, may be key to improve population levels of mental health.",,
DES-015,42562,SCOPUS_ID:84887824395,10.1016/j.ypmed.2013.10.006,American adults eligible for the supplemental nutritional assistance program consume more sugary beverages than ineligible adults,Preventive Medicine,2013,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,Adults; SNAP; Sugar-sweetened bevearge consumption,"Background: There is considerable debate about whether sugar-sweetened beverages (SSBs) should be allowable purchases with benefits from the Supplemental Nutrition Assistance Program (SNAP). Purpose: To examine national patterns in adult consumption of SSBs by SNAP eligibility. Methods: Cross-sectional analysis of 24-hour dietary recall data obtained from the National Health and Nutrition Examination Survey 2003-2010 (N = 17,198), analyzed in 2013. Results: In 2003-2010, 65% of adults receiving SNAP consumed SSBs, averaging 307. cal daily, and 74. g of sugar. Compared to adults ineligible for SNAP, adults receiving SNAP consumed a higher percentage of SSBs (65% vs. 59%, p < 0.001), more calories from SSB per capita (210. kcal vs. 175. kcal, p = 0.001), and more daily calories from SSBs among drinkers (307. kcal vs. 278. kcal, p = 0.008). Overall, per capita consumption from SSBs was highest among adults receiving SNAP (210. kcal, 9% total daily intake), followed by adults eligible but not participating in SNAP (192. kcal, 8% total daily intake) - both of which had significantly higher SSB consumption than ineligible adults (175. kcal, 8% total daily intake) (p < 0.05). Conclusion: Adults eligible for SNAP benefits consume more SSBs than ineligible adults. © 2013 Elsevier Inc.",,
DES-016,2828,SCOPUS_ID:0035863438,10.1093/aje/153.2.114,Excess incidence of squamous cell esophageal cancer among US black men: Role of social class and other risk factors,American Journal Of Epidemiology,2001,Other/None,Case-control,Case-control,Case-control,Case-control,Case-control,False,False,False,False,True,Alcohol drinking; Case-control studies; Diet; Esophageal neoplasms; Racial stocks; Risk factors; Social class; Tobacco,"Data from a population-based case-control study were used to evaluate the relation between social class factors and squamous cell esophageal cancer and the extent to which alcohol, tobacco, diet, and low income contribute to the higher incidence among Black men than among White men in the United States. A total of 347 male cases (119 White, 228 Black) and 1,354 male controls (743 White, 611 Black) were selected from three US geographic areas (Atlanta, Georgia, Detroit, Michigan, and New Jersey). Cases were residents of the study areas aged 30-79 years who had been diagnosed with histologically confirmed esophageal cancer between 1986 and 1989. The adjusted odds ratios for subjects with annual incomes less than $10,000 versus incomes of $25,000 or more were 4.3 (95% confidence interval: 2.1, 8.7) for Whites and 8.0 (95% confidence interval: 4.3, 15.0) for Blacks. The combination of all four major risk factors - low income, moderate/heavy alcohol intake, tobacco use, and infrequent consumption of raw fruits and vegetables - accounted for almost all of the squamous cell esophageal cancers in Whites (98%) and Blacks (99%) and for 99% of the excess incidence among Black men. Thus, lifestyle modifications, especially a lowered intake of alcoholic beverages, would markedly decrease the incidence of squamous cell esophageal cancer in both racial groups and would narrow the racial disparity in risk. Further studies on the determinants of social class may help to identify a new set of exposures for this tumor that are amenable to intervention.",,
DES-017,11916,SCOPUS_ID:85059576723,10.1016/j.amepre.2018.08.024,"Bringing “The Real Cost” to Life Through Breakthrough, Evidence-Based Advertising",American Journal Of Preventive Medicine,2019,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,,"Building on the success “The Real Cost” campaign has already achieved requires the constant development of new audience insights, novel ideas, and unconventional ways of bringing the campaign to life. This article provides a high-level overview of the campaign's approach to developing and testing breakthrough advertising that has proven effective in preventing smoking initiation among a skeptical, hard-to-reach, at-risk youth audience. This approach is informed by evidence-based communication best practices for youth behavior change campaigns; insights from published literature and subject matter experts with decades of experience in youth health marketing and tobacco prevention; and findings from formative research studies conducted as part of the campaign development process. The paper also explores two campaign advertisements to showcase the research-based creative development process in action. This article is a collaboration between federal government officials, campaign managers, ad agency creatives, and researchers, and thus provides a unique, multidisciplinary examination into the research and creative processes that go into creating a national health communication effort. Supplement information: This article is part of a supplement entitled Fifth Anniversary Retrospective of “The Real Cost,” the Food and Drug Administration's Historic Youth Smoking Prevention Media Campaign, which is sponsored by the U.S. Food and Drug Administration.",,
DES-018,19133,SCOPUS_ID:84896499895,10.2105/ajph.2013.301837,Effectiveness of the cigarette ignition propensity standard in preventing unintentional residential fires in Massachusetts,American Journal Of Public Health,2014,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Other/None,False,True,False,True,True,,"Objectives. We evaluated the Massachusetts Fire Safe Cigarette Law's (FSCL's) effectiveness in preventing residential fires. Methods. We examined unintentional residential fires reported to the Massachusetts Fire Incident Reporting Systemfrom 2004 to 2010.We analyzed FSCL effect on the likelihood of cigarette- versus noncigarette-caused fires and effect modification by fire scenario factors by using an interrupted time series regression model. We analyzed the effect of FSCL on monthly fire rates with Poisson regression. Results. Cigarettes caused 1629 unintentional residential fires during the study period. The FSCL was associated with a 28% (95% confidence interval = 12%, 41%) reduction in the odds of cigarette- versus noncigarette-caused fires, although not in analyses restricted to casualty fires, with smaller sample size. The largest reductions were among fires in which human factors were involved; that were first ignited on furniture, bedding, or soft goods; that occurred in living areas; or that occurred in the summer or winter. Conclusions. The FSCL appears to have decreased the likelihood of cigarettecaused residential fires, particularly in scenarios for which the ignition propensity standard was developed. Current standards should be adopted, and the need for strengthening should be considered.",,
DES-019,11751,SCOPUS_ID:85073516094,10.1016/j.amepre.2019.06.019,Sugar-Sweetened Beverage Health Warnings and Purchases: A Randomized Controlled Trial,American Journal Of Preventive Medicine,2019,Experimental,Other/None,Experimental,Other/None,Experimental,Experimental,False,False,False,False,True,,"Introduction: Five U.S. states have proposed policies to require health warnings on sugar-sweetened beverages, but warnings’ effects on actual purchase behavior remain uncertain. This study evaluated the impact of sugar-sweetened beverage health warnings on sugar-sweetened beverage purchases. Study design: Participants completed one study visit to a life-sized replica of a convenience store in North Carolina. Participants chose six items (two beverages, two foods, and two household products). One item was randomly selected for them to purchase and take home. Participants also completed a questionnaire. Researchers collected data in 2018 and conducted analyses in 2019. Setting/participants: Participants were a demographically diverse convenience sample of 400 adult sugar-sweetened beverage consumers (usual consumption ≥12 ounces/week). Intervention: Research staff randomly assigned participants to a health warning arm (sugar-sweetened beverages in the store displayed a front-of-package health warning) or a control arm (sugar-sweetened beverages displayed a control label). Main outcome measures: The primary trial outcome was sugar-sweetened beverage calories purchased. Secondary outcomes included reactions to trial labels (e.g., negative emotions) and sugar-sweetened beverage perceptions and attitudes (e.g., healthfulness). Results: All 400 participants completed the trial and were included in analyses. Health warning arm participants were less likely to be Hispanic and to have overweight/obesity than control arm participants. In intent-to-treat analyses adjusting for Hispanic ethnicity and overweight/obesity, health warnings led to lower sugar-sweetened beverage purchases (adjusted difference, −31.4 calories; 95% CI= −57.9, −5.0). Unadjusted analyses yielded similar results (difference, −32.9 calories; 95% CI= −58.9, −7.0). Compared with the control label, sugar-sweetened beverage health warnings also led to higher intentions to limit sugar-sweetened beverage consumption and elicited more attention, negative emotions, thinking about the harms of sugar-sweetened beverage consumption, and anticipated social interactions. Trial arms did not differ on perceptions of sugar-sweetened beverages’ added sugar content, healthfulness, appeal/coolness, or disease risk. Conclusions: Brief exposure to health warnings reduced sugar-sweetened beverage purchases in this naturalistic RCT. Sugar-sweetened beverage health warning policies could discourage sugar-sweetened beverage consumption. Trial registration: This study is registered at www.clinicaltrials.gov NCT03511937.",,
DES-020,18448,SCOPUS_ID:84886412652,10.2105/ajph.2013.301283,Medicaid expansion initiative in Massachusetts: Enrollment among substance-abusing homeless adults,American Journal Of Public Health,2013,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Other/None,False,True,False,True,True,,"Objectives. We assessed whether homeless adults entering substance abuse treatment in Massachusetts were less likely than others to enroll in Medicaid after implementation of the MassHealth Medicaid expansion program in 1997. Methods. We used interrupted time-series analysis in data on substance abuse treatment admissions from the Treatment Episode Data Set (1992-2009) to evaluate Medicaid coverage rates in Massachusetts and to identify whether trends differed between homeless and housed participants. We also compared Massachusetts data with data from 17 other states and the District of Columbia combined. Results. The percentage of both homeless and housed people entering treatment with Medicaid increased approximately 21% after expansion (P = .01), with an average increase of 5.4% per year over 12 years (P = .01). The increase in coverage was specific to Massachusetts, providing evidence that the MassHealth policy was the cause of this increase. Conclusions. Findings provide evidence in favor of state participation in the Medicaid expansion in January 2014 under the Affordable Care Act and suggest that hard-to-reach vulnerable groups such as substance-abusing homeless adults are as likely as other population groups to benefit from this policy. Copyright © 2013 by the American Public Health Association®.",,
DES-021,23978,SCOPUS_ID:85196885941,10.1097/ede.0000000000001740,Scarring in Utero: An Attempt to Validate with Data Unconfounded by Migration and Medical Care,Epidemiology,2024,Other/None,Cohort,Cohort,Other/None,Cohort,Cohort,False,False,False,False,False,Environmental stressors; Gestation; Longevity; Scarring,"Background: ""Scarring in utero""posits that populations exposed to injurious stressors yield birth cohorts that live shorter lives than expected from history. This argument implies a positive historical association between period life expectancy (i.e., average age at death in year t) and cohort life expectancy (i.e., average lifespan of persons born in year t). Tests of the argument have not produced consistent results and appear confounded by autocorrelation, migration, and access to medical care. Here we test whether, as predicted by scarring in utero, sex-specific period and cohort life expectancy appear positively related among Swedes born from 1751 through 1800. If scarring has ever influenced longevity, we should detect signals of its effects in these cohorts because, unlike other populations with known life span, they aged in place and unlikely benefitted from increased access to efficacious medical care. Methods: We use Box-Jenkins methods to control autocorrelation and measure associations. Results: Contrary to the scarring hypothesis, we find an inverse association between period and cohort life expectancy. Our findings imply that, among males, variation in injurious stress on the population predicted changes in cohort life span ranging from a gain of approximately 67 weeks to a loss of about 45 weeks of life and among females from a gain of approximately 68 weeks to a loss of about 38 weeks of life. Conclusion: Epidemiologists trying to understand and explain temporal variation in cohort life expectancy should view the scarring argument with greater skepticism than currently found in the literature.",,
DES-022,3381,SCOPUS_ID:4544377996,10.1093/aje/kwh260,Intussusception and oral poliovirus vaccination: Is there an association?,American Journal Of Epidemiology,2004,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,False,False,False,False,False,"Intussusception; Poliovirus vaccine, oral","Oral rotavirus vaccine was voluntarily withdrawn from the market after studies observed an increased risk of intussusception within 2 weeks after immunization. Concern has been raised that other orally administered vaccines, such as oral poliovirus vaccine (OPV), may also be associated with intussusception. In this 1990-1998 case-control study, the authors examined the association between OPV and intussusception in the Washington State Medicaid population, evaluating receipt of OPV during the month prior to intussusception among 119 cases and 589 controls matched by date of birth. Analysis was conducted via matched conditional logistic regression, 1 controlling for sex. Between 1990 and 1998, 119 children younger than age 2 years had a therapeutic enema, surgical reduction, or hospitalization for intussusception and had been enrolled in Medicaid for at least 1 month prior to their intussusception date. There was no significantly elevated risk of intussusception associated with receipt of OPV; 9.2% (11/119) of cases and 8.5% (50/589) of controls were given OPV 0-28 days prior to the case's intussusception date (odds ratio = 1.1, 95% confidence interval: 0.5, 2.2). However, to address the hypothesis that risk of intussusception is related to receipt of a particular dose of OPV, a larger study would be required.",,
DES-023,9518,SCOPUS_ID:42949162520,10.1016/j.amepre.2008.03.005,"Did Augmenting the VERB<sup>™</sup> Campaign Advertising in Select Communities Have an Effect on Awareness, Attitudes, and Physical Activity?",American Journal Of Preventive Medicine,2008,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,False,True,False,True,False,,"Background: Although VERB™ was designed as a national media campaign, funding and donated media time enabled more-intensive advertising and marketing in certain communities. To investigate the effect of increased advertising on physical activity outcomes, six ""high-dose"" communities were selected to receive more hours of advertising and additional promotional activities. Design: Longitudinal quasi-experimental design comparing outcomes in six communities that received additional VERB marketing activities with outcomes in a comparison group that received only the national dose of advertising. Setting/participants: Two cohorts of dyads of youth aged 9-13 years (tweens) and one parent at baseline (2002), followed for 2 years. Intervention: During the first year of the VERB campaign, each of the six high-dose communities received 50% more advertising and conducted special campaign activities. During the second year, only four of the six communities received the larger dose of advertising and additional promotional activities because of reduced funding. Main outcome measures: Awareness and understanding of VERB messages; attitudes about physical activity (self-efficacy, social influences, and outcome expectations); and physical activity behaviors. Results: After 1 year, tweens in the high-dose communities reported higher levels of awareness and understanding of VERB and scored higher on the social influences scale than did tweens in a comparison group in areas that received only the national dose of advertising. After 2 years, tweens in the high-dose communities reported higher awareness and understanding of VERB, greater self-efficacy, more sessions of free-time physical activity per week, and were more active on the day before being surveyed than tweens in the comparison group who received the average national dose. Conclusions: Providing communities with a higher dose of marketing activities and sustaining those activities over time yields more positive outcomes. © 2008 American Journal of Preventive Medicine.",,
